user_detail_name,user_detail_tags_text,text,text 2,text 3,text 4,text 5,resource_date_text,content_wrap,iplocation,from
M25****3500,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,讲解得非常好！,IP属地:四川,
匿名用户,,5分,超棒,,,,2025-02-02 发布点评,"熊猫馆环境大，春节期间人流特别多,职员充足只是清晰， 很高兴看到很多不同种类的熊猫",IP属地:未知,
_TS***kw,,4分,满意,,,,2025-02-02 发布点评,"参观了成都基地,最好的地方",IP属地:未知,
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,必来的景点，就是没看到花花有点点遗憾。因为坐的游览车没有一开始就去6号别墅排队。但是看到其他的熊猫也非常满足了，真是太可爱了。建议如果不是只有暑假有空，可以换其他时间去。没那么热，也会更有精力排队，去各种场馆。,IP属地:云南,
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,春节假期去的,IP属地:四川,
M52****494,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,很满意的一次旅行,IP属地:四川,
可乐薯条加汉堡,黄金贵宾,4分,满意,景色4,趣味5,性价比5,2025-02-02 发布点评,春季期间人山人海，网红大熊猫花花压根看不到，一路排队。跟熊猫时空馆套餐一起买的，那个有点坑，除了一个虚拟过山车还可以，其他纯纯浪费时间。,IP属地:四川,
ki^*^,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-02 发布点评,使用方便。,IP属地:上海,
M48****106,铂金贵宾,4分,满意,景色4,趣味3,性价比4,2025-02-02 发布点评,人是真多，看动物有点费劲,IP属地:四川,
Viviennezone,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,买了好几件有意义的纪念品，园区很大，建议不要赶节假日慢慢溜达 非常好，美美看到大熊猫出现自己面前就很兴奋！哈哈哈，排队久也值了，小伙伴们有空都来呀,IP属地:四川,
Viviennezone,铂金贵宾,4分,满意,景色5,趣味5,性价比5,2025-02-01 发布点评,春节期间的游客真的很多，但是我完美的看到了花花，排队两小时，看花花三分钟！哈哈哈，下午两点左右，是看花花的好时间，我是歪打正着！下次有机会还要来,IP属地:四川,
M45****3969,,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,熊猫可爱，工作人员热心文明，春节看熊猫圆滚滚的小身材，很喜庆，治愈，春天还来看花花，看能否喊她果赖。,IP属地:四川,
延边白山,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,成都大熊猫繁育研究基地位于成都轨道交通军区总医院站附近，近临中国人民解放军西部战区总医院。装修环境很有川蜀风情，景区工作人员服务态度很好。,IP属地:重庆,
186****0000,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,值得参观一下,IP属地:四川,
匿名用户,,5分,超棒,,,,2025-02-01 发布点评,很开心。,IP属地:未知,
知者不惑98,,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,非常棒的地方，值得旅游,IP属地:浙江,
M68****5943,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,好 很好 非常好,IP属地:四川,
发哥他爹,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,亲子活动，安排特别好,IP属地:四川,
M45****608,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,熊猫真可爱。景区真够大的,IP属地:四川,
트플,,4分,满意,,,,2025-02-01 发布点评,但是尘土飞扬的人太多了,IP属地:未知,
勇者无敌@,,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,萌萌的大熊猫，值得一看,IP属地:云南,
yun****eng,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,去得早，大熊猫还很活跃,IP属地:四川,
300****645,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,好地方，不错的哈。多多益善。,IP属地:四川,
lacie318,,4分,满意,,,,2025-02-01 发布点评,"便宜又好,但是人很多,天气又热又累,看一只熊猫,排队的人很多,人们不挑剔,人们没有礼貌,没有秩序,自私",IP属地:未知,
M28****9929,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,体验感非常好，看了很多大熊猫，调皮可爱，规划十分合理，路线很舒服！,IP属地:四川,
张师,,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,性价比不高，限制太多，不如自己去玩。,IP属地:陕西,
_TI***b3,,5分,超棒,,,,2025-02-01 发布点评,和朋友和家人一起度过的好地方,IP属地:未知,
M29****6619,铂金贵宾,5分,超棒,景色4,趣味3,性价比3,2025-02-01 发布点评,可能到的时间太晚了，在外活动的熊猫有点少，看到的基本都在睡觉,IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,非常满意的一次旅行打卡,IP属地:重庆,
M36****188,铂金贵宾,5分,超棒,景色5,趣味5,性价比4,2025-02-01 发布点评,这个挂饰真恶心，大家别买这个套餐,IP属地:四川,
Melody why,,5分,超棒,,,,2025-02-01 发布点评,香港朋友如果支付宝和微讯没有连接内地银行的话，一定要在西大门走，南大门走的接驳车全部扫不了不能付车票，超狼狈，结果要到商店换现金再打车走,IP属地:未知,
M52****9945,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,值得帶小朋友參觀遊玩，雖然是冬天，也看到很多熊貓在室外。熊貓十分活躍 。下午人多的時候，熊貓也十分興奮，四圍走動，做了很多動作給我們看😆,IP属地:中国澳门,
M22****2099,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,特别好，没看到猫,IP属地:四川,
M22****2099,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,很好非常好，没看到猫,IP属地:四川,
M17****575,,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,非常棒，能买到票,IP属地:四川,
匿名用户,黄金贵宾,4分,满意,景色5,趣味5,性价比5,2025-02-01 发布点评,买的2张学生票，入园时工作人员说有一个身高不够不用买票，叫我们退一张。申请退票，商家不同意，显示失败，虽然钱不多，但是实名认证的，票没用查得到的啊。后面联系平台客服发送身份证号，平台介入才退票成功。平台处理迅速👍,IP属地:四川,
匿名用户,黄金贵宾,4分,满意,景色5,趣味5,性价比5,2025-02-01 发布点评,一定要从西门进，春节人不多。南区人太多，没花花，西区熊猫也多。,IP属地:四川,
ksm2025,,4分,满意,,,,2025-02-01 发布点评,好地方,IP属地:未知,
M24****5809,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,熊猫基地很大，时间不赶，慢慢游玩能看到10只到十五只熊猫,IP属地:四川,
_TI***7l,,5分,超棒,,,,2025-02-01 发布点评,Trip.com 买票后，外回游客只需凭护照入园。可选择由南门(旧景区）或西门入园。,IP属地:未知,
231****275,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,看到了可爱的大熊猫，,IP属地:上海,
无聊至极,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,人太多了，看不到熊猫，全看人了。,IP属地:四川,
匿名用户,,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,每到成都必去景點之一，滾滾們太可愛了，安安靜靜地看著他們真的非常療癒，還可以買許多紀念品回家，是我最喜歡的地方，推薦大家一定要去喔！👍,IP属地:中国台湾,
请叫我心总,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-02-01 发布点评,花花没看到，人太多了,IP属地:四川,
186****9956,铂金贵宾,4分,满意,景色5,趣味4,性价比4,2025-01-31 发布点评,熊猫很可爱，环境也很好，就是走路太累了，真远啊！卖的文创也很可爱，大熊猫，小熊猫！,IP属地:四川,
_zfb20****2297837,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,方便，刷身份证秒进。,IP属地:四川,
阿立Malik,,4分,满意,,,,2025-01-31 发布点评,"不错的体验,但是看不到很多熊猫",IP属地:未知,
M24****9136,,4分,满意,景色4,趣味4,性价比4,2025-01-31 发布点评,电瓶车等太久,IP属地:江苏,
M45****7410,黄金贵宾,4分,满意,景色5,趣味5,性价比3,2025-01-31 发布点评,熊猫好可爱就是没有看到花花,IP属地:四川,
M50****1236,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,春节人挺多的，光观车都排长队了。看到这么多熊猫还是很激动的，遗憾是花花别墅实在是太热闹，要排三个小时还不一定能看到就没去，其他别墅都去了，满足。,IP属地:浙江,
匿名用户,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,"来成都旅游不去亲近熊猫国宝，那实在太遗憾了！
此生必去！国宝绝对不会让你失望！
设施齐全，管理到位，工作人员很敬业！
从南门坐15元的景区接驳车到西门，再从西门一路观赏竹笋塔、二号别墅区、六号别墅区（网红如花花）、小熊猫活动基地等精华景点，最后从南门出来后在右边排队打的。",IP属地:四川,
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,一般般一般般,IP属地:四川,
M24****4451,,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,耍的很安逸,IP属地:四川,
炸花椒的心愿.,铂金贵宾,4分,满意,景色4,趣味4,性价比4,2025-01-31 发布点评,人太多了老排队一大早晨去排队,IP属地:浙江,
匿名用户,铂金贵宾,4分,满意,景色5,趣味5,性价比4,2025-01-31 发布点评,排队2小时看到了花花和叶吃饭名场面,IP属地:四川,
_ZFB****71386,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,"各种可爱的肉团团胖达，非常值得去！
尤其是星星产房，各种半岁左右的小团子（熊猫一般是每年的6-8月出生，所以每年的1-3月熊猫宝宝正好半岁），有的挂树上，有的抱着妈妈，非常可爱！另外看花花的人太多了，排队要很久，个人视情况酌情处理。",IP属地:四川,
匿名用户,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,小朋友很喜欢，熊猫很可爱,IP属地:四川,
_wech****142668,,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,"过年人好多,看花花排队2小时",IP属地:四川,
虎虎爱星星,黑钻贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,非常好非常好非常好非常好非常好非常好非常好非常好非常好,IP属地:山东,
M57****5423,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,前台小姐姐好,IP属地:陕西,
M57****5423,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,前台服务很棒,IP属地:陕西,
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,"遗憾没看上花花 但其它熊猫都不错👍 
熊猫时空馆不咋地",IP属地:四川,
M65****9714,,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,真的挺不错,IP属地:辽宁,
M26****8664,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,非常好、值得现场看一看。,IP属地:四川,
匿名用户,,4分,满意,,,,2025-01-31 发布点评,"很棒的一天。孩子们真的很喜欢看到熊猫。围栏很棒,他们正在为熊猫做良好的修复工作",IP属地:未知,
_We***58,,4分,满意,,,,2025-01-31 发布点评,"不错,就是过年假期人太多",IP属地:未知,
M45****9425,黄金贵宾,4分,满意,景色4,趣味4,性价比4,2025-01-31 发布点评,可以，感觉还不错,IP属地:四川,
肉饼哥哥,黄金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,大熊猫景点真的值得去看看，景区里面很大的，建议乘坐观光浏览车，有非常多可爱的大熊猫，而且很适合带着小朋友去看，教育小朋友将来好好保护咱们的国宝！,IP属地:广东,
孔先生小叶子,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,值得带孩去,IP属地:四川,
M38****7945,铂金贵宾,4分,满意,景色5,趣味4,性价比3,2025-01-31 发布点评,游客很多，大多慕名而来。只因为是周一去的，明星花花休息，有的园闭馆，园内很多设施很多在施工。看到了两只大熊猫大方亮像，还有一只是隐约在林中穿行。分园区内外很多卖熊猫纪念品的,IP属地:四川,
CHEN CHING I,,5分,超棒,,,,2025-01-31 发布点评,有专业讲解可以吸收到很多知识,IP属地:未知,
匿名用户,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-31 发布点评,是带孩子游玩的好去处。,IP属地:广东,
M19****930,铂金贵宾,4分,满意,景色4,趣味4,性价比4,2025-01-30 发布点评,熊猫是值得一看，可人太多了，熊猫还躲在树后面不出来，逛了一下，也算见过国宝真容。,IP属地:四川,
132****0688,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,熊猫挂饰真的很LOW，蛮差劲的东西，就是个地摊货，大家就买单纯的门票吧。,IP属地:四川,
M47****037,钻石贵宾,4分,满意,景色5,趣味5,性价比4,2025-01-30 发布点评,园区真的很大，要好好规划路线，否则走到脚断了也看不了多少。熊猫和小熊猫都很可爱～,IP属地:四川,
150****2467,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,园区挺大的！环境也挺好！园区内有设接驳车，可以买票坐。比较方便！大熊猫很可爱！玩的很开心！景区门口也有不同线路的巴士可以选择，可以直接到其它景区的。很方便！,IP属地:北京,
大大河,钻石贵宾,4分,满意,景色4,趣味4,性价比4,2025-01-30 发布点评,展示的熊猫少，游人都在跑路,IP属地:四川,
09****270,钻石贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,"唯一的缺点是周一花花休息 
行程安排很好带着孩子宽松的细细的看熊猫  看了很多熊猫憨态可掬 熊猫的年龄 状态各不相同 熊猫音乐剧也很有特点 总体很满意",IP属地:江苏,
_wech****481040,铂金贵宾,5分,超棒,景色5,趣味5,性价比5,2025-01-30 发布点评,虽然排了2H，但是看到了顶流和花、和叶在觅食，超级可爱，不虚此行～～,IP属地:四川,
M11****063,铂金贵宾,4分,满意,景色4,趣味3,性价比3,2025-01-30 发布点评,年前去的，人也多，大熊猫都不怎么动呢，可能没缘分吧，花花那排队人太多，直接放弃了,IP属地:四川,
